"DTI_CL_INDICADOR","Indicator","DTI_CL_TRIMESTRE_MOVIL","Mobile Quarter","DTI_CL_REGION","Region","DTI_CL_SEXO","Sex","Value","Flag Codes","Flags"
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL09","Region of La Araucanía","F","Female",183.9151606262,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL14","Region of Los Ríos","_T","Total",168.28147469441,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL14","Region of Los Ríos","M","Male",104.21435986841,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL14","Region of Los Ríos","F","Female",64.0671148259999,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL10","Region of Los Lagos","_T","Total",391.01497623588,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL10","Region of Los Lagos","M","Male",247.850868776349,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL10","Region of Los Lagos","F","Female",143.16410745953,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",55.8245509736701,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",33.60920129525,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",22.21534967842,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",78.2363952796401,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",51.03894472625,,
"ENE_FDT","Labour force (2002-based projections)","2012-V05","2012 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",27.19745055339,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","_T","Nationwide total","_T","Total",8078.34178507526,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","_T","Nationwide total","M","Male",4793.05360325472,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","_T","Nationwide total","F","Female",3285.28818182074,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL15","Region of Arica y Parinacota","_T","Total",79.2129014011796,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL15","Region of Arica y Parinacota","M","Male",45.3739682702899,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL15","Region of Arica y Parinacota","F","Female",33.8389331308899,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL01","Region of Tarapacá","_T","Total",163.61845932726,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL01","Region of Tarapacá","M","Male",100.02341005005,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL01","Region of Tarapacá","F","Female",63.59504927721,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL02","Region of Antofagasta","_T","Total",267.18210769554,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL02","Region of Antofagasta","M","Male",176.61805322884,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL02","Region of Antofagasta","F","Female",90.5640544666999,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL03","Region of Atacama","_T","Total",128.99396338603,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL03","Region of Atacama","M","Male",83.0920078077001,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL03","Region of Atacama","F","Female",45.90195557833,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL04","Region of Coquimbo","_T","Total",334.42530353901,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL04","Region of Coquimbo","M","Male",206.8614035922,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL04","Region of Coquimbo","F","Female",127.56389994681,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL05","Region of Valparaíso","_T","Total",830.523120394924,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL05","Region of Valparaíso","M","Male",487.43728009468,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL05","Region of Valparaíso","F","Female",343.08584030025,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL13","Region Metropolitana de Santiago","_T","Total",3375.73647108245,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL13","Region Metropolitana de Santiago","M","Male",1916.21903363616,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL13","Region Metropolitana de Santiago","F","Female",1459.51743744629,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",428.028284628152,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",259.992065544049,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",168.0362190841,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL07","Region of Maule","_T","Total",426.673570767748,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL07","Region of Maule","M","Male",272.375521918849,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL07","Region of Maule","F","Female",154.2980488489,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL16","Region of Ñuble","_T","Total",209.993756143011,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL16","Region of Ñuble","M","Male",125.81977714666,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL16","Region of Ñuble","F","Female",84.17397899635,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL08","Region of Biobío","_T","Total",698.656921862287,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL08","Region of Biobío","M","Male",422.726770006299,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL08","Region of Biobío","F","Female",275.93015185598,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL09","Region of La Araucanía","_T","Total",445.323872716911,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL09","Region of La Araucanía","M","Male",266.355608163331,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL09","Region of La Araucanía","F","Female",178.96826455358,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL14","Region of Los Ríos","_T","Total",168.14404350967,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL14","Region of Los Ríos","M","Male",102.39380840426,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL14","Region of Los Ríos","F","Female",65.75023510541,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL10","Region of Los Lagos","_T","Total",387.119435878361,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL10","Region of Los Lagos","M","Male",243.33279597264,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL10","Region of Los Lagos","F","Female",143.78663990572,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",55.8213691295701,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",33.65174298741,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",22.16962614216,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",78.88820361332,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",50.7803564313101,,
"ENE_FDT","Labour force (2002-based projections)","2012-V06","2012 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",28.10784718201,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","_T","Nationwide total","_T","Total",8069.08517735265,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","_T","Nationwide total","M","Male",4781.88103359703,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","_T","Nationwide total","F","Female",3287.20414375578,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL15","Region of Arica y Parinacota","_T","Total",79.7221096676099,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL15","Region of Arica y Parinacota","M","Male",45.32247995663,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL15","Region of Arica y Parinacota","F","Female",34.39962971098,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL01","Region of Tarapacá","_T","Total",164.78799168963,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL01","Region of Tarapacá","M","Male",100.52013504776,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL01","Region of Tarapacá","F","Female",64.2678566418702,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL02","Region of Antofagasta","_T","Total",266.29052046426,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL02","Region of Antofagasta","M","Male",176.27569111223,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL02","Region of Antofagasta","F","Female",90.0148293520301,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL03","Region of Atacama","_T","Total",131.10062522975,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL03","Region of Atacama","M","Male",83.74247882823,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL03","Region of Atacama","F","Female",47.35814640152,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL04","Region of Coquimbo","_T","Total",334.686166459289,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL04","Region of Coquimbo","M","Male",205.714400565911,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL04","Region of Coquimbo","F","Female",128.97176589338,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL05","Region of Valparaíso","_T","Total",828.598690706507,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL05","Region of Valparaíso","M","Male",483.177243576801,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL05","Region of Valparaíso","F","Female",345.42144712971,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL13","Region Metropolitana de Santiago","_T","Total",3362.33565715803,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL13","Region Metropolitana de Santiago","M","Male",1907.46386531511,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL13","Region Metropolitana de Santiago","F","Female",1454.87179184293,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",425.55890565871,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",260.789683933961,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",164.76922172475,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL07","Region of Maule","_T","Total",429.74879286771,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL07","Region of Maule","M","Male",274.67374689918,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL07","Region of Maule","F","Female",155.07504596853,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL16","Region of Ñuble","_T","Total",210.06950431996,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL16","Region of Ñuble","M","Male",127.409207324,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL16","Region of Ñuble","F","Female",82.6602969959598,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL08","Region of Biobío","_T","Total",699.440784380704,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL08","Region of Biobío","M","Male",423.655827181001,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL08","Region of Biobío","F","Female",275.784957199699,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL09","Region of La Araucanía","_T","Total",442.663495243221,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL09","Region of La Araucanía","M","Male",262.155997787339,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL09","Region of La Araucanía","F","Female",180.50749745588,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL14","Region of Los Ríos","_T","Total",168.21719570714,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL14","Region of Los Ríos","M","Male",103.82146262402,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL14","Region of Los Ríos","F","Female",64.39573308312,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL10","Region of Los Lagos","_T","Total",392.81568088458,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL10","Region of Los Lagos","M","Male",244.55775142941,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL10","Region of Los Lagos","F","Female",148.25792945517,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",55.7981625301399,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",33.58990661561,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",22.2082559145301,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",77.2508943853802,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",49.0111553996801,,
"ENE_FDT","Labour force (2002-based projections)","2012-V07","2012 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",28.2397389857,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","_T","Nationwide total","_T","Total",8136.99932065403,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","_T","Nationwide total","M","Male",4808.82488566463,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","_T","Nationwide total","F","Female",3328.17443498942,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL15","Region of Arica y Parinacota","_T","Total",80.2673280375802,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL15","Region of Arica y Parinacota","M","Male",45.9032801213001,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL15","Region of Arica y Parinacota","F","Female",34.36404791628,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL01","Region of Tarapacá","_T","Total",163.22900242107,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL01","Region of Tarapacá","M","Male",98.0711796613202,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL01","Region of Tarapacá","F","Female",65.1578227597501,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL02","Region of Antofagasta","_T","Total",267.28565631931,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL02","Region of Antofagasta","M","Male",177.12749012578,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL02","Region of Antofagasta","F","Female",90.15816619353,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL03","Region of Atacama","_T","Total",132.07470263352,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL03","Region of Atacama","M","Male",83.7814454769599,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL03","Region of Atacama","F","Female",48.2932571565599,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL04","Region of Coquimbo","_T","Total",339.326115877359,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL04","Region of Coquimbo","M","Male",206.54036465499,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL04","Region of Coquimbo","F","Female",132.78575122237,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL05","Region of Valparaíso","_T","Total",835.644327125805,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL05","Region of Valparaíso","M","Male",484.993453950811,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL05","Region of Valparaíso","F","Female",350.650873175,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL13","Region Metropolitana de Santiago","_T","Total",3389.21051339812,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL13","Region Metropolitana de Santiago","M","Male",1913.80394467416,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL13","Region Metropolitana de Santiago","F","Female",1475.40656872394,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",423.433879885909,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",261.995617545319,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",161.43826234059,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL07","Region of Maule","_T","Total",433.886243028922,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL07","Region of Maule","M","Male",274.882891995151,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL07","Region of Maule","F","Female",159.00335103377,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL16","Region of Ñuble","_T","Total",213.6445646798,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL16","Region of Ñuble","M","Male",130.98680608555,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL16","Region of Ñuble","F","Female",82.65775859425,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL08","Region of Biobío","_T","Total",705.805192917411,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL08","Region of Biobío","M","Male",430.210454228048,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL08","Region of Biobío","F","Female",275.594738689359,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL09","Region of La Araucanía","_T","Total",454.842777282151,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL09","Region of La Araucanía","M","Male",269.588221747359,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL09","Region of La Araucanía","F","Female",185.25455553479,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL14","Region of Los Ríos","_T","Total",170.66497704489,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL14","Region of Los Ríos","M","Male",104.8061541377,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL14","Region of Los Ríos","F","Female",65.85882290719,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL10","Region of Los Lagos","_T","Total",392.4507613545,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL10","Region of Los Lagos","M","Male",243.11227938816,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL10","Region of Los Lagos","F","Female",149.33848196634,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",56.7044307219301,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",34.38835488981,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",22.31607583212,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",78.5288479255801,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",48.6329469820901,,
"ENE_FDT","Labour force (2002-based projections)","2012-V08","2012 jul-sep","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",29.89590094349,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","_T","Nationwide total","_T","Total",8169.87726347913,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","_T","Nationwide total","M","Male",4830.85867405598,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","_T","Nationwide total","F","Female",3339.01858942317,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL15","Region of Arica y Parinacota","_T","Total",81.2251691375498,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL15","Region of Arica y Parinacota","M","Male",46.45118349259,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL15","Region of Arica y Parinacota","F","Female",34.77398564496,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL01","Region of Tarapacá","_T","Total",158.8391147548,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL01","Region of Tarapacá","M","Male",96.32463290013,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL01","Region of Tarapacá","F","Female",62.51448185467,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL02","Region of Antofagasta","_T","Total",270.61943991533,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL02","Region of Antofagasta","M","Male",177.35559410435,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL02","Region of Antofagasta","F","Female",93.26384581098,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL03","Region of Atacama","_T","Total",133.76114725201,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL03","Region of Atacama","M","Male",85.2431632625399,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL03","Region of Atacama","F","Female",48.51798398947,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL04","Region of Coquimbo","_T","Total",344.204109976051,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL04","Region of Coquimbo","M","Male",209.88512810487,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL04","Region of Coquimbo","F","Female",134.31898187118,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL05","Region of Valparaíso","_T","Total",829.389156234697,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL05","Region of Valparaíso","M","Male",483.128065745541,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL05","Region of Valparaíso","F","Female",346.26109048916,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL13","Region Metropolitana de Santiago","_T","Total",3396.44424561129,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL13","Region Metropolitana de Santiago","M","Male",1923.1677447673,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL13","Region Metropolitana de Santiago","F","Female",1473.27650084401,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",420.091624922111,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",262.76163260958,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",157.32999231253,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL07","Region of Maule","_T","Total",434.25593237219,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL07","Region of Maule","M","Male",274.609570264681,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL07","Region of Maule","F","Female",159.64636210751,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL16","Region of Ñuble","_T","Total",218.44748894376,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL16","Region of Ñuble","M","Male",131.63718897169,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL16","Region of Ñuble","F","Female",86.8102999720701,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL08","Region of Biobío","_T","Total",710.799765590531,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL08","Region of Biobío","M","Male",429.942977011689,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL08","Region of Biobío","F","Female",280.856788578841,,
"ENE_FDT","Labour force (2002-based projections)","2012-V09","2012 aug-oct","CHL09","Region of La Araucanía","_T","Total",458.996119553119,,
