"DTI_CL_INDICADOR","Indicator","DTI_CL_TRIMESTRE_MOVIL","Mobile trimester","DTI_CL_REGION","Region","DTI_CL_SEXO","Sex","Value","Flag Codes","Flags"
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL05","Region of Valparaíso","_T","Total",51.9520739149771,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL05","Region of Valparaíso","M","Male",65.9880678324082,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL05","Region of Valparaíso","F","Female",38.8501640428775,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL13","Region Metropolitana de Santiago","_T","Total",56.996711995734,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL13","Region Metropolitana de Santiago","M","Male",69.7419922194388,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL13","Region Metropolitana de Santiago","F","Female",45.1190301081611,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",53.8839086578297,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",70.1947808372329,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",37.7165522961913,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL07","Region of Maule","_T","Total",49.0993959518214,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL07","Region of Maule","M","Male",65.3653104400559,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL07","Region of Maule","F","Female",33.4543860919892,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL16","Region of Ñuble","_T","Total",45.2869026229532,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL16","Region of Ñuble","M","Male",58.7260655942569,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL16","Region of Ñuble","F","Female",32.6126659245779,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL08","Region of Biobío","_T","Total",48.95194146386,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL08","Region of Biobío","M","Male",63.8769927146116,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL08","Region of Biobío","F","Female",34.9610990075602,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL09","Region of La Araucanía","_T","Total",52.6658163075191,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL09","Region of La Araucanía","M","Male",68.275047093851,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL09","Region of La Araucanía","F","Female",37.8914604475354,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL14","Region of Los Ríos","_T","Total",48.9114627444755,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL14","Region of Los Ríos","M","Male",62.4640864729006,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL14","Region of Los Ríos","F","Female",35.8345130391321,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL10","Region of Los Lagos","_T","Total",54.9042897938835,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL10","Region of Los Lagos","M","Male",68.2636018709829,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL10","Region of Los Lagos","F","Female",41.7596039000535,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",60.7553465001804,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",74.4927591603838,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",46.3086990992565,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",52.3484037381981,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",66.4050243937578,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V04","2010 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",37.7935484468883,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","_T","Nationwide total","_T","Total",54.41934490968,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","_T","Nationwide total","M","Male",68.3015452560341,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","_T","Nationwide total","F","Female",41.2265868347281,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL15","Region of Arica y Parinacota","_T","Total",59.121314447305,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL15","Region of Arica y Parinacota","M","Male",70.0440564957731,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL15","Region of Arica y Parinacota","F","Female",48.6166989503316,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL01","Region of Tarapacá","_T","Total",62.2398436966044,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL01","Region of Tarapacá","M","Male",73.5980392586009,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL01","Region of Tarapacá","F","Female",50.5111234938665,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL02","Region of Antofagasta","_T","Total",59.5017520630705,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL02","Region of Antofagasta","M","Male",75.0446521189109,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL02","Region of Antofagasta","F","Female",43.4533718609596,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL03","Region of Atacama","_T","Total",55.979073575467,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL03","Region of Atacama","M","Male",73.056830314236,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL03","Region of Atacama","F","Female",38.5247313934573,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL04","Region of Coquimbo","_T","Total",52.9217508906368,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL04","Region of Coquimbo","M","Male",68.3041462596054,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL04","Region of Coquimbo","F","Female",38.3362694195971,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL05","Region of Valparaíso","_T","Total",52.7386272837637,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL05","Region of Valparaíso","M","Male",67.4658348473756,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL05","Region of Valparaíso","F","Female",38.9906363670976,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL13","Region Metropolitana de Santiago","_T","Total",57.0070608092231,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL13","Region Metropolitana de Santiago","M","Male",69.6276284073676,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL13","Region Metropolitana de Santiago","F","Female",45.2431605469622,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",52.9459757106795,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",69.1703863469541,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",36.8648777269193,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL07","Region of Maule","_T","Total",49.0561317943894,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL07","Region of Maule","M","Male",65.1077980451105,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL07","Region of Maule","F","Female",33.619516225558,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL16","Region of Ñuble","_T","Total",47.6213430342897,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL16","Region of Ñuble","M","Male",61.4716668430532,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL16","Region of Ñuble","F","Female",34.5611989744349,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL08","Region of Biobío","_T","Total",50.2041943276441,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL08","Region of Biobío","M","Male",64.3271520061992,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL08","Region of Biobío","F","Female",36.9672204155664,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL09","Region of La Araucanía","_T","Total",51.8635236477917,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL09","Region of La Araucanía","M","Male",67.2207413670149,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL09","Region of La Araucanía","F","Female",37.3296511647537,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL14","Region of Los Ríos","_T","Total",48.5772313914132,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL14","Region of Los Ríos","M","Male",62.1656952874192,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL14","Region of Los Ríos","F","Female",35.4675265274392,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL10","Region of Los Lagos","_T","Total",54.6416605585765,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL10","Region of Los Lagos","M","Male",68.6257177668562,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL10","Region of Los Lagos","F","Female",40.8843992002895,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",61.6542971510096,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",74.3054196826637,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",48.3526902550917,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",53.922798755256,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",65.9827178937772,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V05","2010 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",41.4336906094809,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","_T","Nationwide total","_T","Total",54.6119894879952,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","_T","Nationwide total","M","Male",68.155900040908,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","_T","Nationwide total","F","Female",41.7402102675386,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL15","Region of Arica y Parinacota","_T","Total",58.976403986751,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL15","Region of Arica y Parinacota","M","Male",69.0136025211788,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL15","Region of Arica y Parinacota","F","Female",49.3223183203544,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL01","Region of Tarapacá","_T","Total",63.0169786696095,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL01","Region of Tarapacá","M","Male",75.1779524112507,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL01","Region of Tarapacá","F","Female",50.460480404337,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL02","Region of Antofagasta","_T","Total",58.1927027216325,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL02","Region of Antofagasta","M","Male",73.4273926250185,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL02","Region of Antofagasta","F","Female",42.4627760563058,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL03","Region of Atacama","_T","Total",55.9211060364185,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL03","Region of Atacama","M","Male",72.4829955438303,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL03","Region of Atacama","F","Female",38.9936613101493,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL04","Region of Coquimbo","_T","Total",53.3603378686746,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL04","Region of Coquimbo","M","Male",68.1289487168244,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL04","Region of Coquimbo","F","Female",39.3570136657735,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL05","Region of Valparaíso","_T","Total",52.5310709894268,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL05","Region of Valparaíso","M","Male",67.1116843192943,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL05","Region of Valparaíso","F","Female",38.919337749779,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL13","Region Metropolitana de Santiago","_T","Total",57.7402492633028,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL13","Region Metropolitana de Santiago","M","Male",70.0258055292842,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL13","Region Metropolitana de Santiago","F","Female",46.2864280393244,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",52.492063151604,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",68.9355673284369,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",36.1981206936547,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL07","Region of Maule","_T","Total",48.179374588686,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL07","Region of Maule","M","Male",64.1283661399477,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL07","Region of Maule","F","Female",32.8442899069463,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL16","Region of Ñuble","_T","Total",48.3902944795336,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL16","Region of Ñuble","M","Male",63.2877817496425,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL16","Region of Ñuble","F","Female",34.3444736520147,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL08","Region of Biobío","_T","Total",51.2903563827642,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL08","Region of Biobío","M","Male",64.260814251681,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL08","Region of Biobío","F","Female",39.1339597642204,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL09","Region of La Araucanía","_T","Total",50.7495387823354,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL09","Region of La Araucanía","M","Male",64.8956627904025,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL09","Region of La Araucanía","F","Female",37.3641888750196,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL14","Region of Los Ríos","_T","Total",47.6193445687451,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL14","Region of Los Ríos","M","Male",61.2233319566644,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL14","Region of Los Ríos","F","Female",34.4969731647111,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL10","Region of Los Lagos","_T","Total",53.8536959856904,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL10","Region of Los Lagos","M","Male",68.136551121333,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL10","Region of Los Lagos","F","Female",39.8021333483529,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",62.3707819999302,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",73.8121468063612,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",50.3433960692675,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",53.7061294606374,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",64.65653698543,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V06","2010 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",42.365165640378,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","_T","Nationwide total","_T","Total",54.7856942568397,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","_T","Nationwide total","M","Male",68.1489319294332,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","_T","Nationwide total","F","Female",42.08526076092,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL15","Region of Arica y Parinacota","_T","Total",58.6065210136255,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL15","Region of Arica y Parinacota","M","Male",68.6886978192171,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL15","Region of Arica y Parinacota","F","Female",48.9075546957568,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL01","Region of Tarapacá","_T","Total",62.107684025454,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL01","Region of Tarapacá","M","Male",74.7576580689951,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL01","Region of Tarapacá","F","Female",49.0488558759066,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL02","Region of Antofagasta","_T","Total",57.7933425425309,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL02","Region of Antofagasta","M","Male",73.0316819218554,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL02","Region of Antofagasta","F","Female",42.0604097713609,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL03","Region of Atacama","_T","Total",57.0454533776241,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL03","Region of Atacama","M","Male",73.4395260486698,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL03","Region of Atacama","F","Female",40.2908484973273,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL04","Region of Coquimbo","_T","Total",54.6455529786938,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL04","Region of Coquimbo","M","Male",69.1036228131977,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL04","Region of Coquimbo","F","Female",40.937440456469,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL05","Region of Valparaíso","_T","Total",52.9072387393036,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL05","Region of Valparaíso","M","Male",66.6629816320224,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL05","Region of Valparaíso","F","Female",40.0658113024996,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL13","Region Metropolitana de Santiago","_T","Total",57.6090183695326,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL13","Region Metropolitana de Santiago","M","Male",69.7318303934542,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL13","Region Metropolitana de Santiago","F","Female",46.3045011928001,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",54.0940268734398,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",69.4746136270178,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",38.8528166069275,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL07","Region of Maule","_T","Total",49.165354359571,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL07","Region of Maule","M","Male",65.2532665995119,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL07","Region of Maule","F","Female",33.6973326094281,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL16","Region of Ñuble","_T","Total",49.5846766389127,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL16","Region of Ñuble","M","Male",65.3190806939113,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL16","Region of Ñuble","F","Female",34.7579873024781,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL08","Region of Biobío","_T","Total",51.0241085499788,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL08","Region of Biobío","M","Male",64.0065376317863,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL08","Region of Biobío","F","Female",38.8577271681936,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL09","Region of La Araucanía","_T","Total",51.497196810868,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL09","Region of La Araucanía","M","Male",65.8351645718902,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL09","Region of La Araucanía","F","Female",37.9327146376776,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL14","Region of Los Ríos","_T","Total",47.2809822413559,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL14","Region of Los Ríos","M","Male",60.099745264333,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL14","Region of Los Ríos","F","Female",34.918680471768,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL10","Region of Los Lagos","_T","Total",53.3224465008231,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL10","Region of Los Lagos","M","Male",67.8131880573922,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL10","Region of Los Lagos","F","Female",39.0695964835973,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",62.566914000277,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",72.6457150021524,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",51.974243095104,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",52.6764513202817,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",63.9848631919304,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V07","2010 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",40.9651757959282,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V08","2010 jul-sep","_T","Nationwide total","_T","Total",55.4674025052265,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V08","2010 jul-sep","_T","Nationwide total","M","Male",68.9556865315366,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V08","2010 jul-sep","_T","Nationwide total","F","Female",42.647759804506,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2010-V08","2010 jul-sep","CHL15","Region of Arica y Parinacota","_T","Total",58.386562588368,,
