"DTI_CL_INDICADOR","Indicator","DTI_CL_TRIMESTRE_MOVIL","Mobile trimester","DTI_CL_REGION","Region","DTI_CL_SEXO","Sex","Value","Flag Codes","Flags"
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL05","Region of Valparaíso","_T","Total",53.8075352621993,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL05","Region of Valparaíso","M","Male",64.751197542805,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL05","Region of Valparaíso","F","Female",43.3622249696088,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL13","Region Metropolitana de Santiago","_T","Total",57.4596432900004,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL13","Region Metropolitana de Santiago","M","Male",68.3823081665,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL13","Region Metropolitana de Santiago","F","Female",47.2689539191752,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",56.0725976980911,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",68.7588640632999,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",43.1456414710908,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL07","Region of Maule","_T","Total",54.733088401237,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL07","Region of Maule","M","Male",67.7039682357088,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL07","Region of Maule","F","Female",42.0839041345839,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL16","Region of Ñuble","_T","Total",54.1430455718522,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL16","Region of Ñuble","M","Male",65.6169135003714,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL16","Region of Ñuble","F","Female",43.0189302861097,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL08","Region of Biobío","_T","Total",49.251723776373,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL08","Region of Biobío","M","Male",61.2668285982966,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL08","Region of Biobío","F","Female",37.5382819363473,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL09","Region of La Araucanía","_T","Total",53.4611630351075,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL09","Region of La Araucanía","M","Male",63.9368123255231,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL09","Region of La Araucanía","F","Female",43.3485450795162,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL14","Region of Los Ríos","_T","Total",59.9355418603816,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL14","Region of Los Ríos","M","Male",71.6016388301592,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL14","Region of Los Ríos","F","Female",48.5568025101676,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL10","Region of Los Lagos","_T","Total",57.741647350488,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL10","Region of Los Lagos","M","Male",71.272705749472,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL10","Region of Los Lagos","F","Female",43.6086459837662,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",68.7635210789822,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",76.6958673989641,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",59.7818361634958,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",61.7796706731682,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",74.8290970929428,,
"ENE_TO","Employment rate (2002-based projections)","2017-V03","2017 feb-apr","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",47.0266654162514,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","_T","Nationwide total","_T","Total",55.5241338210115,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","_T","Nationwide total","M","Male",66.8891854546349,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","_T","Nationwide total","F","Female",44.5104195294988,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL15","Region of Arica y Parinacota","_T","Total",53.513917221097,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL15","Region of Arica y Parinacota","M","Male",64.6880204122105,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL15","Region of Arica y Parinacota","F","Female",43.9516559925268,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL01","Region of Tarapacá","_T","Total",60.2706322486807,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL01","Region of Tarapacá","M","Male",71.0766864897214,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL01","Region of Tarapacá","F","Female",48.2798504553938,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL02","Region of Antofagasta","_T","Total",54.0739271898335,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL02","Region of Antofagasta","M","Male",65.5478681552835,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL02","Region of Antofagasta","F","Female",41.4472000792152,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL03","Region of Atacama","_T","Total",55.3414846015066,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL03","Region of Atacama","M","Male",66.7708721328152,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL03","Region of Atacama","F","Female",43.4226885879578,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL04","Region of Coquimbo","_T","Total",52.8379285520874,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL04","Region of Coquimbo","M","Male",63.5470622456627,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL04","Region of Coquimbo","F","Female",42.4851301871836,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL05","Region of Valparaíso","_T","Total",53.3300399281063,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL05","Region of Valparaíso","M","Male",64.5988447031683,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL05","Region of Valparaíso","F","Female",42.573826966564,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL13","Region Metropolitana de Santiago","_T","Total",57.6144563884475,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL13","Region Metropolitana de Santiago","M","Male",68.5512406963508,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL13","Region Metropolitana de Santiago","F","Female",47.4103412237098,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",55.1040241852606,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",67.501069010278,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",42.4702548119075,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL07","Region of Maule","_T","Total",53.8974633243052,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL07","Region of Maule","M","Male",66.3737730368287,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL07","Region of Maule","F","Female",41.7312234050808,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL16","Region of Ñuble","_T","Total",53.8643926476938,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL16","Region of Ñuble","M","Male",65.0888166903613,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL16","Region of Ñuble","F","Female",42.9816676281531,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL08","Region of Biobío","_T","Total",49.6617580854142,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL08","Region of Biobío","M","Male",61.185120861767,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL08","Region of Biobío","F","Female",38.4211586669244,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL09","Region of La Araucanía","_T","Total",53.2242597674958,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL09","Region of La Araucanía","M","Male",64.2593753590133,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL09","Region of La Araucanía","F","Female",42.5711203084551,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL14","Region of Los Ríos","_T","Total",59.8127116961834,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL14","Region of Los Ríos","M","Male",71.3081722331252,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL14","Region of Los Ríos","F","Female",48.6019514271963,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL10","Region of Los Lagos","_T","Total",57.6381271029087,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL10","Region of Los Lagos","M","Male",70.8028721102036,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL10","Region of Los Lagos","F","Female",43.8853432481242,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",69.7007533808656,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",79.2211064708838,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",58.9218699326954,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",63.0126750893319,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",75.2334223421679,,
"ENE_TO","Employment rate (2002-based projections)","2017-V04","2017 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",49.1959974244194,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","_T","Nationwide total","_T","Total",55.398705201616,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","_T","Nationwide total","M","Male",66.5270066445711,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","_T","Nationwide total","F","Female",44.6133277842676,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL15","Region of Arica y Parinacota","_T","Total",54.0209400193875,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL15","Region of Arica y Parinacota","M","Male",65.515425931254,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL15","Region of Arica y Parinacota","F","Female",44.1921462213564,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL01","Region of Tarapacá","_T","Total",59.8253845051123,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL01","Region of Tarapacá","M","Male",70.0009929029686,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL01","Region of Tarapacá","F","Female",48.5302959259329,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL02","Region of Antofagasta","_T","Total",54.5845242929865,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL02","Region of Antofagasta","M","Male",65.9753314825532,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL02","Region of Antofagasta","F","Female",42.0490527729157,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL03","Region of Atacama","_T","Total",54.9303703369819,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL03","Region of Atacama","M","Male",66.3485917610329,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL03","Region of Atacama","F","Female",43.0233481399383,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL04","Region of Coquimbo","_T","Total",53.0779117570992,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL04","Region of Coquimbo","M","Male",64.0251551887264,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL04","Region of Coquimbo","F","Female",42.4942913859911,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL05","Region of Valparaíso","_T","Total",53.6658357128102,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL05","Region of Valparaíso","M","Male",64.648370925183,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL05","Region of Valparaíso","F","Female",43.1824548103787,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL13","Region Metropolitana de Santiago","_T","Total",57.9295102422799,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL13","Region Metropolitana de Santiago","M","Male",68.6436267109697,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL13","Region Metropolitana de Santiago","F","Female",47.9328990136154,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",52.7297645603007,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",65.2157444443416,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",40.0036389315686,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL07","Region of Maule","_T","Total",53.3023592960656,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL07","Region of Maule","M","Male",65.7615092500061,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL07","Region of Maule","F","Female",41.1531866599598,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL16","Region of Ñuble","_T","Total",53.2089326511448,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL16","Region of Ñuble","M","Male",64.7234872076927,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL16","Region of Ñuble","F","Female",42.0441083873217,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL08","Region of Biobío","_T","Total",49.3895500274268,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL08","Region of Biobío","M","Male",59.9892994206333,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL08","Region of Biobío","F","Female",39.0437433902408,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL09","Region of La Araucanía","_T","Total",52.6237895972708,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL09","Region of La Araucanía","M","Male",63.675221751166,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL09","Region of La Araucanía","F","Female",41.9545779088399,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL14","Region of Los Ríos","_T","Total",58.977683788876,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL14","Region of Los Ríos","M","Male",70.0465980064707,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL14","Region of Los Ríos","F","Female",48.1845205067313,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL10","Region of Los Lagos","_T","Total",56.7697419568661,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL10","Region of Los Lagos","M","Male",69.6515368078783,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL10","Region of Los Lagos","F","Female",43.3096855944102,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",69.8076902991422,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",79.2842053130642,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",59.0797350939278,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",63.1048633755506,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",74.2341458223896,,
"ENE_TO","Employment rate (2002-based projections)","2017-V05","2017 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",50.5223275544272,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","_T","Nationwide total","_T","Total",55.4469455914218,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","_T","Nationwide total","M","Male",66.3704605870759,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","_T","Nationwide total","F","Female",44.859011608049,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL15","Region of Arica y Parinacota","_T","Total",53.8142873911991,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL15","Region of Arica y Parinacota","M","Male",65.075630524281,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL15","Region of Arica y Parinacota","F","Female",44.1921786482409,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL01","Region of Tarapacá","_T","Total",60.9002578425229,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL01","Region of Tarapacá","M","Male",72.242305218932,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL01","Region of Tarapacá","F","Female",48.3061912654313,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL02","Region of Antofagasta","_T","Total",54.8770532057888,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL02","Region of Antofagasta","M","Male",65.5722495059673,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL02","Region of Antofagasta","F","Female",43.1067530791194,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL03","Region of Atacama","_T","Total",55.6824044241531,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL03","Region of Atacama","M","Male",66.608327708489,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL03","Region of Atacama","F","Female",44.2892612412705,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL04","Region of Coquimbo","_T","Total",52.985282254725,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL04","Region of Coquimbo","M","Male",64.1936105933221,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL04","Region of Coquimbo","F","Female",42.1484670755356,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL05","Region of Valparaíso","_T","Total",53.7602854517922,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL05","Region of Valparaíso","M","Male",64.402953936723,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL05","Region of Valparaíso","F","Female",43.6009602460706,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL13","Region Metropolitana de Santiago","_T","Total",58.3373423456631,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL13","Region Metropolitana de Santiago","M","Male",68.6451258787818,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL13","Region Metropolitana de Santiago","F","Female",48.7196540469652,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",53.1554843463258,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",65.2238574163932,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",40.853654861955,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL07","Region of Maule","_T","Total",52.1061030673364,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL07","Region of Maule","M","Male",65.0901928050092,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL07","Region of Maule","F","Female",39.4454258574818,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL16","Region of Ñuble","_T","Total",51.0950938694792,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL16","Region of Ñuble","M","Male",63.3563315728643,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL16","Region of Ñuble","F","Female",39.205837535536,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL08","Region of Biobío","_T","Total",49.3333417024784,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL08","Region of Biobío","M","Male",59.9079022953274,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL08","Region of Biobío","F","Female",39.0060396502821,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL09","Region of La Araucanía","_T","Total",53.2048867660083,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL09","Region of La Araucanía","M","Male",63.681740991774,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL09","Region of La Araucanía","F","Female",43.0898808942726,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL14","Region of Los Ríos","_T","Total",57.869069438012,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL14","Region of Los Ríos","M","Male",69.3160052903092,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL14","Region of Los Ríos","F","Female",46.7089651536857,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL10","Region of Los Lagos","_T","Total",55.6698544138587,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL10","Region of Los Lagos","M","Male",68.7898553018015,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL10","Region of Los Lagos","F","Female",41.9581406027792,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",70.0084385025596,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",77.9242610119789,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",61.0485929761241,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",62.82208714303,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",72.4700104170589,,
"ENE_TO","Employment rate (2002-based projections)","2017-V06","2017 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",51.9140583820383,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","_T","Nationwide total","_T","Total",55.5622340590592,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","_T","Nationwide total","M","Male",66.1289748829423,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","_T","Nationwide total","F","Female",45.3195458569622,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL15","Region of Arica y Parinacota","_T","Total",55.2840655970455,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL15","Region of Arica y Parinacota","M","Male",65.8257595470287,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL15","Region of Arica y Parinacota","F","Female",46.2840212189703,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL01","Region of Tarapacá","_T","Total",60.2533162379473,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL01","Region of Tarapacá","M","Male",70.5702005822824,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL01","Region of Tarapacá","F","Female",48.7948956567139,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL02","Region of Antofagasta","_T","Total",54.1744454667135,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL02","Region of Antofagasta","M","Male",64.3917555161977,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL02","Region of Antofagasta","F","Female",42.9300526123872,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL03","Region of Atacama","_T","Total",56.8287667579695,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL03","Region of Atacama","M","Male",66.7162174693691,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL03","Region of Atacama","F","Female",46.5175342901808,,
"ENE_TO","Employment rate (2002-based projections)","2017-V07","2017 jun-aug","CHL04","Region of Coquimbo","_T","Total",53.8343149106504,,
